Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
5/15/2016,"May 15, 2016",Powell County,United States,15,"Anthony travels to ""Big Sky Country"" Montana, and its tranquil lifestyle. Tony visits the Crow Indian Reservation to view a traditional horse relay race. Later, Tony goes on a pheasant hunt with comedian/MMA color commentator Joe Rogan. From there, Bourdain takes part in a Butte institution the Supper club, then traverses the Orphan Boy mine. Bourdain spends time with an old friend, the late American writer Jim Harrison, whom the episode is dedicated to.",5,46.931145,-112.974547,5,May,1,430,North America,7,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Montana,Montana,2016
5/15/2016,"May 15, 2016",Crow Indian Reservation,United States,15,"Anthony travels to ""Big Sky Country"" Montana, and its tranquil lifestyle. Tony visits the Crow Indian Reservation to view a traditional horse relay race. Later, Tony goes on a pheasant hunt with comedian/MMA color commentator Joe Rogan. From there, Bourdain takes part in a Butte institution the Supper club, then traverses the Orphan Boy mine. Bourdain spends time with an old friend, the late American writer Jim Harrison, whom the episode is dedicated to.",5,45.383294,-107.833996,5,May,1,431,North America,7,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Montana,Montana,2016
5/22/2016,"May 22, 2016",Tbilisi,Georgia,22,"Sidekick Zamir Gotta temporarily upstages Bourdain in this tour of the mountainous Eurasian country Georgia, featuring the cities Tbilisi, Batumi, and Khurvaleti (bordering Russia), with traditional dishes that include spicy chashashuli stew, chkmeruli at Café Gabriadze and an epic meal at the Black Lion. On the political front, acclaimed journalist Tamara Chergoleishvili (Tabula magazine editor-in-chief) offers Bourdain an insider's POV of her country's changing views.",6,41.789233,44.775387,5,May,1,432,Asia,7,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Tbilisi, Georgia",2016
5/29/2016,"May 29, 2016",Dakar,Senegal,29,"Bourdain explores the distinct culture of the West African nation Senegal, which despite its deep-rooted religious beliefs, is known for its nightlife, global musical influence, vibrant fashion scene, rich food culture and history of tolerance. Featured guides on this journey include Chef Pierre Thiam, NPR Africa correspondent Ofeibea Quist Arcton, and famed musician Youssou N'Dour, for conversation and a taste of maffe, a much loved rich beef stew, popular throughout West Africa.",7,14.716677,-17.467686,5,May,1,433,Africa,7,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Senegal,2016
6/5/2016,"June 5, 2016",Cologne,Germany,5,"The 40-day Cologne Carnival celebration sets the tone for Bourdain's visit to this city that boasts many delicacies (kolsch, mett, blood sausage with himmel und erde, schnitzel), and maintains a peaceful atmosphere and sense of tolerance, despite the recent New Year's Eve assaults linked to incoming refugees, which the host discusses with the locals.",8,50.937531,6.960279,6,June,1,434,Europe,7,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Cologne, Germany",2016
9/25/2016,"September 25, 2016",Hanoi,Vietnam,25,"Inspired by Graham Greene's words ""... whatever you're looking for, you will find here.."". Bourdain joins the throngs of locals as he motorbikes through Vietnam's capital, traverses its rapidly changing cityscape, and indulges in its singular cuisine with president Barack Obama, who, over a dish of Bun Cha, shares personal stories and reflects on his own international travels.",2,21.027764,105.83416,9,September,1,435,Asia,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Hanoi,2016
10/2/2016,"October 2, 2016",Nashville,United States,2,"Bourdain absorbs the tastes, sights and sounds of music city, from chef Josh Habiger's Catbird Seat and Bolton's famous hot chicken, to a night of cooking, drinking and rocking out with singer Alison Mosshart, and her bandmates. The episode features performances by The Kills, Dead Weather and Margo Price.",3,36.162664,-86.781602,10,October,1,436,North America,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Tennessee,Nashville,2016
10/16/2016,"October 16, 2016",Chengdu,China,16,"Michelin star chef Éric Ripert is introduced to China and Sichuan province by good friend Bourdain who intentionally tortures with mouth-numbing, sinisterly spicy meals such as Hot pots, green peppercorn fish...etc. and tests his endurance and adaptability to Chinese cooking skills with friendliness.They also visit the world's largest stone Buddha, seek out a local favorite rabbit head snack, and visit a legendary distillery for some Baijiu, a fermented sorghum wine. Ripert will never forget this trip.",4,30.572815,104.066801,10,October,1,437,Asia,8,Parts Unknown,https://explorepartsunknown.com/sichuan/eat-like-bourdain-sichuan/,,Sichuan,2016
10/16/2016,"October 16, 2016",Leshan,China,16,"Michelin star chef Éric Ripert is introduced to China and Sichuan province by good friend Bourdain who intentionally tortures with mouth-numbing, sinisterly spicy meals such as Hot pots, green peppercorn fish...etc. and tests his endurance and adaptability to Chinese cooking skills with friendliness.They also visit the world's largest stone Buddha, seek out a local favorite rabbit head snack, and visit a legendary distillery for some Baijiu, a fermented sorghum wine. Ripert will never forget this trip.",4,29.552115,103.765678,10,October,1,438,Asia,8,Parts Unknown,https://explorepartsunknown.com/sichuan/eat-like-bourdain-sichuan/,,Sichuan,2016
10/23/2016,"October 23, 2016",London,United Kingdom,23,"Tony returns to London, a bastion of pro-European Union sentiment, now facing an uncertain future after the dramatic Brexit vote. Bourdain delves into the traditional strengths of London food culture with chefs like Nigella Lawson, Marco Pierre White and Fergus and Margot Henderson. Cartoonist Ralph Steadman discusses his work, as well as his thoughts on Brexit. Bourdain enjoys a chip butty for the first time with Marco, and has a late-night snack with guitarist Jamie Hince of The Kills.",5,51.507351,-0.127758,10,October,1,439,Europe,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,London,2016
10/30/2016,"October 30, 2016",Houston,United States,30,"Looking beyond oil, NASA, and football, Tony showcases the extreme ethnic diversity of Houston, Texas. Anthony visits the Little India neighborhood; attends a quinceañera, meets with refugee students at Lee High School, as well as the principal, himself a former Vietnamese refugee; explores African-American ""slab"" car culture with rapper Slim Thug; meets Vietnamese fishermen and Congolese farmers; and attends an Indian cricket game.",6,29.760427,-95.369803,10,October,1,440,North America,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Texas,Houston,2016
11/13/2016,"November 13, 2016",Ishikawa Prefecture,Japan,13,"Bourdain explores Japan with Michelin star chef Masa Takayama for a homecoming of sorts, especially Ishikawa Prefecture and Tochigi Prefecture. They indulge in both seafood and mainland produce done in numerous ways with simplicity and reflection of Japanese striving spirit. Bourdain is also given a masterclass on umami and its closeness to the flow of life in general, and sees how these Japanese experiences shaped and molded his friend Masa. Their trip comes full circle with a special omakase experience at Tokyo's acclaimed Ginza restaurant, Sushi Koi, where Masa trained as an apprentice.",7,36.594682,136.625573,11,November,1,441,Asia,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Japan,2016
11/13/2016,"November 13, 2016",Tochigi Prefecture,Japan,13,"Bourdain explores Japan with Michelin star chef Masa Takayama for a homecoming of sorts, especially Ishikawa Prefecture and Tochigi Prefecture. They indulge in both seafood and mainland produce done in numerous ways with simplicity and reflection of Japanese striving spirit. Bourdain is also given a masterclass on umami and its closeness to the flow of life in general, and sees how these Japanese experiences shaped and molded his friend Masa. Their trip comes full circle with a special omakase experience at Tokyo's acclaimed Ginza restaurant, Sushi Koi, where Masa trained as an apprentice.",7,36.565725,139.883565,11,November,1,442,Asia,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Japan,2016
11/20/2016,"November 20, 2016",Buenos Aires,Argentina,20,"Bourdain's trip to meat-centric Buenos Aires during the hot summer month of February, features a meal with chef Francis Mallmann at one of his favorite local spots, Don Carlito's, and an after-hours soccer match accompanied by Soledad Nardelli and the kitchen staff of Chila.",8,-34.603684,-58.381559,11,November,1,443,South America,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Buenos Aires,2016
11/27/2016,"November 27, 2016","Belo Horizonte, Minas Gerais",Brazil,27,"Bourdain explores the Brazilian heartland, known as the region where all the best cooks come from, and namesake to the country's mining history. Home to baroque architecture, lush hillsides and mineiro cuisine (influenced by Portuguese, African and Indigenous people), which includes the ""infamous"" pequi fruit, cachaça, feijão tropeiro (cattleman's beans), blood sausage and mocotó. He meets with an Afro-Brazilian family and discusses the vast African influence on Mineiro culture. He also visits the giant contemporary art museum Inhotim, and talks to its founder, eccentric mining magnate Bernardo Paz.",9,-18.512178,-44.555031,11,November,1,444,South America,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Minas Gerais, Brazil",2016
11/27/2016,"November 27, 2016",Brumadinho,Brazil,27,"Bourdain explores the Brazilian heartland, known as the region where all the best cooks come from, and namesake to the country's mining history. Home to baroque architecture, lush hillsides and mineiro cuisine (influenced by Portuguese, African and Indigenous people), which includes the ""infamous"" pequi fruit, cachaça, feijão tropeiro (cattleman's beans), blood sausage and mocotó. He meets with an Afro-Brazilian family and discusses the vast African influence on Mineiro culture. He also visits the giant contemporary art museum Inhotim, and talks to its founder, eccentric mining magnate Bernardo Paz.",9,-20.127591,-44.215336,11,November,1,445,South America,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Minas Gerais, Brazil",2016
12/4/2016,"December 4, 2016",Rome,Italy,4,"Bourdain's Roman holiday takes a cinematic turn, influenced by his tour guides, actress Asia Argento, screenwriter/director Abel Ferrara, and a host of larger than life Romans who take him inside a Rome for the locals. Bourdain shares drinks at the 'Friends Corner' trattoria in Lido di Ostia, dines a traditional Roman meal at Trattoria Morgana, eats pasta and watches an amateur boxing match in the suburbs, and takes a trip to the famed E.U.R zone built by Mussolini.",10,41.902783,12.496366,12,December,1,446,Europe,8,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Rome,2016
4/30/2017,"April 30, 2017",Los Angeles,United States,30,"An alternative tour of Los Angeles by Bourdain focuses on the impact and contributions of its less photographed and often overlooked Latino communities. From downtown, for Oaxaqueno specialties at Gish Bac and redefined Mexican food from chef Ray Garcia at Broken Spanish, to Hollywood, for a health-conscious but savory dinner with actor Danny Trejo (Machete) at Trejo's Cantina, the host experiences this vibrant culture against a backdrop of LA glamour.",2,34.052234,-118.243685,4,April,1,447,North America,9,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,California,Los Angeles,2017
5/7/2017,"May 7, 2017",San Sebastian,Spain,7,"Bourdain visits the coastal city of San Sebastian in the Basque Country, famous for its spectacular views and incomparable fresh seafood. Alongside friend and renowned chef Juan Mari Arzak, Bourdain dines at favorite haunt Ganbara for its popular dish of seared wild mushrooms and foie gras with raw egg yolk, and is given a taste of the finest Basque delicacies prepared simply, including grilled turbot at famed restaurant Elkano, in Getaria.",3,43.318334,-1.981231,5,May,1,448,Europe,9,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,San Sebastian,2017
5/14/2017,"May 14, 2017",Luang Prabang,Laos,14,"The rich sensory experience of Laos with its enchanting scenery, distinctive aromas, and exceptional food are explored in Bourdain's trip to this Southeast Asian country which also continues to suffer the effects of the Secret War by the U.S in the 1960's-1970's. In his travels, the host takes in a boat festival, dines on imperial dishes at the Ban Lao hotel prepared by Mama Vahn, and communes with residents who have fallen victim to active bombs that still pepper the countryside.",4,20.065623,102.621621,5,May,1,449,Asia,9,Parts Unknown,https://explorepartsunknown.com/destination/laos/,,Laos,2017
5/21/2017,"May 21, 2017",Queens,United States,21,"Bourdain discovers a hub of international cuisines and cultures in the New York City Borough of Queens. Traveling via the No. 7 train, the host dines on morcilla (blood sausage) with Sean Basinski of the Street Vendor Project in Corona, samples Chinese food in Flushing with Swet Shop Boys member Himanshu Suri, imbibes at historic Neirs Tavern (seen in GoodFellas) in Woodhaven, eats a Tibetan dinner at Llasa Fast Food in Jackson Heights, and takes a detour to Aqueduct racetrack in South Ozone Park with his Appetites cookbook co-author Laurie Woolever.",5,40.728224,-73.794852,5,May,1,450,North America,9,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,New York,Queens,2017
6/4/2017,"June 4, 2017",McMurdo Station,Antarctica,4,"Bourdain travels to the bottom of the world to experience the serene beauty and mystery of the driest, coldest, windiest place on earth. Taken under the wings of such hearty residents as scientists, contractors and the U.S. military, Bourdain's adventures include a helicopter view of the largest active volcano in the southern hemisphere, a snowmobile drive over 8 ft. thick sea ice, a visit with a colony of Adele penguins, and a trip the South Pole.",6,-77.846388,166.66833,6,June,1,451,Antarctica,9,Parts Unknown,https://www.eater.com/2017/6/4/15732806/anthony-bourdain-antarctica-parts-unknown,,Antarctica,2017
6/4/2017,"June 4, 2017",Cape Royds,Antarctica,4,"Bourdain travels to the bottom of the world to experience the serene beauty and mystery of the driest, coldest, windiest place on earth. Taken under the wings of such hearty residents as scientists, contractors and the U.S. military, Bourdain's adventures include a helicopter view of the largest active volcano in the southern hemisphere, a snowmobile drive over 8 ft. thick sea ice, a visit with a colony of Adele penguins, and a trip the South Pole.",6,-77.554281,166.16443,6,June,1,452,Antarctica,9,Parts Unknown,https://www.eater.com/2017/6/4/15732806/anthony-bourdain-antarctica-parts-unknown,,Antarctica,2017
6/4/2017,"June 4, 2017",Lake Hoare,Antarctica,4,"Bourdain travels to the bottom of the world to experience the serene beauty and mystery of the driest, coldest, windiest place on earth. Taken under the wings of such hearty residents as scientists, contractors and the U.S. military, Bourdain's adventures include a helicopter view of the largest active volcano in the southern hemisphere, a snowmobile drive over 8 ft. thick sea ice, a visit with a colony of Adele penguins, and a trip the South Pole.",6,-77.633703,162.8805,6,June,1,453,Antarctica,9,Parts Unknown,https://www.eater.com/2017/6/4/15732806/anthony-bourdain-antarctica-parts-unknown,,Antarctica,2017
6/4/2017,"June 4, 2017",South Pole,Antarctica,4,"Bourdain travels to the bottom of the world to experience the serene beauty and mystery of the driest, coldest, windiest place on earth. Taken under the wings of such hearty residents as scientists, contractors and the U.S. military, Bourdain's adventures include a helicopter view of the largest active volcano in the southern hemisphere, a snowmobile drive over 8 ft. thick sea ice, a visit with a colony of Adele penguins, and a trip the South Pole.",6,-72.294011,0.696229,6,June,1,454,Antarctica,9,Parts Unknown,https://www.eater.com/2017/6/4/15732806/anthony-bourdain-antarctica-parts-unknown,,Antarctica,2017
6/11/2017,"June 11, 2017",Jebel Akhdar,Oman,11,"Bourdain takes his first journey to the Sultanate of Oman and finds a peaceful land of remarkable beauty that defies expectations. His travels include the capital city Muscat, as well as port city Muttrah to restaurant Bait Al Luban for shuwa, a special dish made from the complex process of cooking meat buried in the ground for days over hot coals, and Sharqiya Sands, on the edge of the Empty Quarter, to dine with the local Bedouins who inhabit the world's largest sand desert.",7,23.185608,57.371388,6,June,1,455,Middle East,9,Parts Unknown,https://explorepartsunknown.com/oman/bourdains-field-notes-oman/,,Oman,2017
6/11/2017,"June 11, 2017",Muscat,Oman,11,"Bourdain takes his first journey to the Sultanate of Oman and finds a peaceful land of remarkable beauty that defies expectations. His travels include the capital city Muscat, as well as port city Muttrah to restaurant Bait Al Luban for shuwa, a special dish made from the complex process of cooking meat buried in the ground for days over hot coals, and Sharqiya Sands, on the edge of the Empty Quarter, to dine with the local Bedouins who inhabit the world's largest sand desert.",7,23.58589,58.405923,6,June,1,456,Middle East,9,Parts Unknown,https://explorepartsunknown.com/oman/bourdains-field-notes-oman/,,Oman,2017
6/25/2017,"June 25, 2017",Port Of Spain,Trinidad and Tobago,25,"A trip to the Caribbean uncovers how the island of Trinidad has turned a history of colonialism and slavery into a non-stop celebration of multicultural food, music and good times. Bourdain visits Port of Spain, a vibrant city of African, Indian, Chinese and Middle Eastern influence, where he dines on curried duck, doubles (floppy Indian bread topped with curry chickpeas, mango) and fish in tahini sauce with Trinidadians of contrasting cultures. While the Carnival lifestyle revolves around liming (hanging out) and whining (dancing), Bourdain questions the extent to which this non-stop bacchanal distracts residents from the the country's growing list of social ills.",8,10.654901,-61.501926,6,June,1,457,Central America,9,Parts Unknown,https://uproxx.com/life/anthony-bourdain-parts-unknown-trinidad/2/,,Trinidad,2017
7/2/2017,"July 2, 2017",Porto,Portugal,2,"Food takes center stage in this tour of the northern Portugal city by Bourdain, whose local travel companions include his former Les Halles boss Jose Meirelles. A sumptuous pig tripe dinner at A Cozinha do Martinho, an at-home meal of sea lamprey and a stop at Café O Afonso for local specialty Francesinha highlight the trip which culminates with a traditional food celebration in the Douro Valley countryside.",9,41.157944,-8.629105,7,July,1,458,Europe,9,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Porto, Portugal",2017
10/1/2017,"October 1, 2017",Singapore,Singapore,1,"Bourdain tours the historically rich streets of Singapore and immerses himself in the vast array of multicultural foods found throughout this island city-state. An old-school style prawn mee lunch with his go-to Singaporean food guide, KF Seetoh, and a trip down to the Muslim quarter for a soup-like dish of wontons, rice cake, coconut gravy, vegetables, and hard boiled eggs are included in the host's cuisine-driven excursion. Bourdain also explores the dichotomy of Singapore society that is known for its tolerance of diverse cultures, generous social services, and sanctioned diversions (ex. legalized brothels, casinos), and the restriction of such basic civil liberties as freedom of the press and privacy.",1,1.352083,103.819836,10,October,1,459,Asia,10,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Singapore,2017
10/8/2017,"October 8, 2017",Argentière,France,8,"The gloves are off and the rivalry continues as Bourdain and his long time friend, three-Michelin-starred chef Eric Ripert, embark on a ski-and-cheese-filled journey through the French Alps - home advantage Ripert? Bourdain gets a glimpse into Ripert's early life while tending a little too closely to cows, and overindulging in delicious cheese dishes. The pair team up to prepare a French meal, featuring caviar and steak au poivre, with the help of Ripert's mentor Maurice Guillouet. Bourdain and Ripert also venture across the Italian border to La Maison Rose and surrender to Bourdain's love of pasta with gnocchi, ravioli, and polenta.",2,45.983986,6.926873,10,October,1,460,Europe,10,Parts Unknown,https://explorepartsunknown.com/french-alps/eat-like-bourdain-2/,,French Alps,2017
10/8/2017,"October 8, 2017",Chamonix-Mont-Blanc,France,8,"The gloves are off and the rivalry continues as Bourdain and his long time friend, three-Michelin-starred chef Eric Ripert, embark on a ski-and-cheese-filled journey through the French Alps - home advantage Ripert? Bourdain gets a glimpse into Ripert's early life while tending a little too closely to cows, and overindulging in delicious cheese dishes. The pair team up to prepare a French meal, featuring caviar and steak au poivre, with the help of Ripert's mentor Maurice Guillouet. Bourdain and Ripert also venture across the Italian border to La Maison Rose and surrender to Bourdain's love of pasta with gnocchi, ravioli, and polenta.",2,45.923697,6.869433,10,October,1,461,Europe,10,Parts Unknown,https://explorepartsunknown.com/french-alps/eat-like-bourdain-2/,,French Alps,2017
10/8/2017,"October 8, 2017",Nus,Italy,8,"The gloves are off and the rivalry continues as Bourdain and his long time friend, three-Michelin-starred chef Eric Ripert, embark on a ski-and-cheese-filled journey through the French Alps - home advantage Ripert? Bourdain gets a glimpse into Ripert's early life while tending a little too closely to cows, and overindulging in delicious cheese dishes. The pair team up to prepare a French meal, featuring caviar and steak au poivre, with the help of Ripert's mentor Maurice Guillouet. Bourdain and Ripert also venture across the Italian border to La Maison Rose and surrender to Bourdain's love of pasta with gnocchi, ravioli, and polenta.",2,45.800828,7.499153,10,October,1,462,Europe,10,Parts Unknown,https://explorepartsunknown.com/french-alps/eat-like-bourdain-2/,,French Alps,2017
10/8/2017,"October 8, 2017",Vallorcine,France,8,"The gloves are off and the rivalry continues as Bourdain and his long time friend, three-Michelin-starred chef Eric Ripert, embark on a ski-and-cheese-filled journey through the French Alps - home advantage Ripert? Bourdain gets a glimpse into Ripert's early life while tending a little too closely to cows, and overindulging in delicious cheese dishes. The pair team up to prepare a French meal, featuring caviar and steak au poivre, with the help of Ripert's mentor Maurice Guillouet. Bourdain and Ripert also venture across the Italian border to La Maison Rose and surrender to Bourdain's love of pasta with gnocchi, ravioli, and polenta.",2,46.033505,6.931817,10,October,1,463,Europe,10,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,French Alps,2017
10/15/2017,"October 15, 2017",Lagos,Nigeria,15,"Once considered the most dangerous city in the world, Lagos is, in many ways, the epicenter of modern Africa. The driving force of the city is a pervasive, almost pathologically positive outlook, a sincerely entrenched ""can do"" spirit. The ingenuity of the Nigerian people is the focus of Bourdain's travels as he explores its food, music, and rich cultural diversity. Among the food offerings are fresh fish dishes, spicy soups, a great deal of beef, and the ubiquitous pounded yam. Bourdain also spends time with Femi, Seun and Yeni Kuti, the children of Fela Kuti, a family that is still at the heart of Lagos' creative, political and cultural scene.",3,6.524379,3.379206,10,October,1,464,Africa,10,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,"Lagos, Nigeria",2017
10/22/2017,"October 22, 2017",Pittsburg,United States,22,"Bourdain delves into a dining scene at a crossroads: part iconic steel city defined by blue-collar, working-class comfort food - steak and potatoes, sausage and sauerkraut - and part foodie boom-town catering to the new high-tech industry. Bourdain criss-crosses the fault lines of old and new by sitting down with, among others, professional wrestlers, a civil rights activist, and writer and Pittsburgh native Stewart O'Nan. Pioneer chefs of the city's burgeoning restaurant scene Sonja Finn and Justin Severino host a back-country pig roast. And chef Kevin Suousa serves grass fed beef short ribs at his new restaurant, Superior Motors.",4,40.440625,-79.995886,10,October,1,465,North America,10,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Pennsylvania,Pittsburgh,2017
10/29/2017,"October 29, 2017",Colombo,Sri Lanka,29,"As peace spreads throughout Sri Lanka following the end of its brutal civil war, Bourdain travels to the once divided nation to experience the reinvigorated people, food and landscapes. Starting in Colombo, the country's capital, Bourdain discovers change in in a place he visited nearly a decade ago as he enjoys street food on The Galle Face Green, dining on light curries and lots of seafood. Taking a 10-hour train to the northern ""time capsule"" city of Jaffna, Bourdain experiences crab curry, a dish he calls the ""holy grail of Sri Lankan cuisine"", for its spicy and fiery flavors.",5,6.927079,79.861243,10,October,1,466,Asia,10,Parts Unknown,https://explorepartsunknown.com/sri-lanka/bourdains-field-note-sri-lanka/,,Sri Lanka,2017
10/29/2017,"October 29, 2017",Jaffna,Sri Lanka,29,"As peace spreads throughout Sri Lanka following the end of its brutal civil war, Bourdain travels to the once divided nation to experience the reinvigorated people, food and landscapes. Starting in Colombo, the country's capital, Bourdain discovers change in in a place he visited nearly a decade ago as he enjoys street food on The Galle Face Green, dining on light curries and lots of seafood. Taking a 10-hour train to the northern ""time capsule"" city of Jaffna, Bourdain experiences crab curry, a dish he calls the ""holy grail of Sri Lankan cuisine"", for its spicy and fiery flavors.",5,9.661498,80.025547,10,October,1,467,Asia,10,Parts Unknown,https://explorepartsunknown.com/sri-lanka/bourdains-field-note-sri-lanka/,,Sri Lanka,2017
11/5/2017,"November 5, 2017",Ciales,Puerto Rico,5,"When Bourdain heads to Puerto Rico to check out the reality behind the piña coladas and fancy resorts, he finds natural splendor, delicious food and warm people, all against the background of a seemingly insurmountable economic crisis. Bourdain also learns why Puerto Ricans are so devoted to their homeland, and so determined to stay there. He samples 'grandma food' at a restaurant that evokes a simple traditional Puerto Rican home, cracks open the freshest crabs at a rustic spot on the beach, joins singer Tito Auger for a meal with friends and enjoys some of the best lechon (roast pork) around. A trip to the small island of Vieques rounds out his experience, with a meal at a sustainable farm and an optimistic discussion about strategies for a better future for the region and its people.",6,18.335325,-66.468072,11,November,1,468,Central America,10,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-puerto-rico,,Puerto Rico,2017
11/5/2017,"November 5, 2017",San Juan,Puerto Rico,5,"When Bourdain heads to Puerto Rico to check out the reality behind the piña coladas and fancy resorts, he finds natural splendor, delicious food and warm people, all against the background of a seemingly insurmountable economic crisis. Bourdain also learns why Puerto Ricans are so devoted to their homeland, and so determined to stay there. He samples 'grandma food' at a restaurant that evokes a simple traditional Puerto Rican home, cracks open the freshest crabs at a rustic spot on the beach, joins singer Tito Auger for a meal with friends and enjoys some of the best lechon (roast pork) around. A trip to the small island of Vieques rounds out his experience, with a meal at a sustainable farm and an optimistic discussion about strategies for a better future for the region and its people.",6,18.465539,-66.105735,11,November,1,469,Central America,10,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-puerto-rico,,Puerto Rico,2017
11/5/2017,"November 5, 2017",Valle Costero,Puerto Rico,5,"When Bourdain heads to Puerto Rico to check out the reality behind the piña coladas and fancy resorts, he finds natural splendor, delicious food and warm people, all against the background of a seemingly insurmountable economic crisis. Bourdain also learns why Puerto Ricans are so devoted to their homeland, and so determined to stay there. He samples 'grandma food' at a restaurant that evokes a simple traditional Puerto Rican home, cracks open the freshest crabs at a rustic spot on the beach, joins singer Tito Auger for a meal with friends and enjoys some of the best lechon (roast pork) around. A trip to the small island of Vieques rounds out his experience, with a meal at a sustainable farm and an optimistic discussion about strategies for a better future for the region and its people.",6,18.010562,-66.376779,11,November,1,470,Central America,10,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-puerto-rico,,Puerto Rico,2017
11/5/2017,"November 5, 2017",Vieques,Puerto Rico,5,"When Bourdain heads to Puerto Rico to check out the reality behind the piña coladas and fancy resorts, he finds natural splendor, delicious food and warm people, all against the background of a seemingly insurmountable economic crisis. Bourdain also learns why Puerto Ricans are so devoted to their homeland, and so determined to stay there. He samples 'grandma food' at a restaurant that evokes a simple traditional Puerto Rican home, cracks open the freshest crabs at a rustic spot on the beach, joins singer Tito Auger for a meal with friends and enjoys some of the best lechon (roast pork) around. A trip to the small island of Vieques rounds out his experience, with a meal at a sustainable farm and an optimistic discussion about strategies for a better future for the region and its people.",6,18.126285,-65.440098,11,November,1,471,Central America,10,Parts Unknown,https://www.cntraveler.com/story/recap-anthony-bourdains-parts-unknown-visits-puerto-rico,,Puerto Rico,2017
11/19/2017,"November 19, 2017",Seattle,United States,19,"Bourdain immerses himself in the ""boom or bust"" city of Seattle. Two industries are reshaping the city and its culture - tech and the newly legalized cannabis industry. Bourdain gets the skinny on the ""tech bro"" invasion of Capitol Hill, throws back a dozen succulent oysters at the Taylor Shellfish Company and enjoys fish & chips at the Pacific Inn Pub with band members of The Gods Themselves. Along the way, he also hangs out with legendary Seattle rocker, Mark Lanegan and mad food scientist, Nathan Myhrvold.",7,47.606209,-122.332071,11,November,1,472,North America,10,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,Washington,Seattle,2017
11/26/2017,"November 26, 2017",Bernalda,Italy,26,"The""Heel of the Boot"" draws Bourdain back in time as he visits the largely untouched landscapes and colorful locals of Southern Italy and a culture steeped in both Christian and Pagan traditions. Unlike any other part of Italy, locals here perform a Taranta dance and speak the ancient language of ""Grieco"". The local cuisine of the Southern Italy is showcased during a meal with Italian-American film director Francis Ford Coppola at his hotel, Palazzo Margherita, where Bourdain is served traditional dishes of the Basilicata region like 'Pecora Pastorale', a Summer preparation of mutton and herbs.",8,40.410981,16.689595,11,November,1,473,Europe,10,Parts Unknown,https://www.cntraveler.com/story/anthony-bourdains-parts-unknown-visits-southern-italy,,Southern Italy,2017
